Unnamed: 0,Simulation,Category,Object,Parameter,Data File
1053,REAL_TIME,Generator,wind_30-c,PMax MW,REAL_TIME_wind.csv
1056,REAL_TIME,Generator,wind_33-c,PMax MW,REAL_TIME_wind.csv
1057,REAL_TIME,Generator,wind_34-c,PMax MW,REAL_TIME_wind.csv
1065,REAL_TIME,Generator,wind_46-c,PMax MW,REAL_TIME_wind.csv
1068,REAL_TIME,Generator,wind_50-c,PMax MW,REAL_TIME_wind.csv
1075,REAL_TIME,Generator,wind_59-c,PMax MW,REAL_TIME_wind.csv
1081,REAL_TIME,Generator,wind_68-c,PMax MW,REAL_TIME_wind.csv
1082,REAL_TIME,Generator,wind_70-c,PMax MW,REAL_TIME_wind.csv
1085,REAL_TIME,Generator,wind_76-c,PMax MW,REAL_TIME_wind.csv
1086,REAL_TIME,Generator,wind_77-c,PMax MW,REAL_TIME_wind.csv
1092,REAL_TIME,Generator,wind_83-c,PMax MW,REAL_TIME_wind.csv
1094,REAL_TIME,Generator,wind_86-c,PMax MW,REAL_TIME_wind.csv
1096,REAL_TIME,Generator,wind_88-c,PMax MW,REAL_TIME_wind.csv
1097,REAL_TIME,Generator,wind_89-c,PMax MW,REAL_TIME_wind.csv
1100,REAL_TIME,Generator,wind_92-c,PMax MW,REAL_TIME_wind.csv
1102,REAL_TIME,Generator,wind_94-c,PMax MW,REAL_TIME_wind.csv
1106,REAL_TIME,Generator,wind_101-c,PMax MW,REAL_TIME_wind.csv
1107,REAL_TIME,Generator,wind_102-c,PMax MW,REAL_TIME_wind.csv
1108,REAL_TIME,Generator,wind_106-c,PMax MW,REAL_TIME_wind.csv
1116,REAL_TIME,Generator,wind_117-c,PMax MW,REAL_TIME_wind.csv
1118,REAL_TIME,Generator,wind_119-c,PMax MW,REAL_TIME_wind.csv
1121,REAL_TIME,Generator,wind_3-c,PMin MW,REAL_TIME_wind.csv
1122,REAL_TIME,Generator,wind_6-c,PMin MW,REAL_TIME_wind.csv
1123,REAL_TIME,Generator,wind_7-c,PMin MW,REAL_TIME_wind.csv
1126,REAL_TIME,Generator,wind_13-c,PMin MW,REAL_TIME_wind.csv
1132,REAL_TIME,Generator,wind_22-c,PMin MW,REAL_TIME_wind.csv
1135,REAL_TIME,Generator,wind_26-c,PMin MW,REAL_TIME_wind.csv
1136,REAL_TIME,Generator,wind_27-c,PMin MW,REAL_TIME_wind.csv
1137,REAL_TIME,Generator,wind_28-c,PMin MW,REAL_TIME_wind.csv
1138,REAL_TIME,Generator,wind_29-c,PMin MW,REAL_TIME_wind.csv
1139,REAL_TIME,Generator,wind_30-c,PMin MW,REAL_TIME_wind.csv
1142,REAL_TIME,Generator,wind_33-c,PMin MW,REAL_TIME_wind.csv
1143,REAL_TIME,Generator,wind_34-c,PMin MW,REAL_TIME_wind.csv
1151,REAL_TIME,Generator,wind_46-c,PMin MW,REAL_TIME_wind.csv
1154,REAL_TIME,Generator,wind_50-c,PMin MW,REAL_TIME_wind.csv
1161,REAL_TIME,Generator,wind_59-c,PMin MW,REAL_TIME_wind.csv
1167,REAL_TIME,Generator,wind_68-c,PMin MW,REAL_TIME_wind.csv
1168,REAL_TIME,Generator,wind_70-c,PMin MW,REAL_TIME_wind.csv
1171,REAL_TIME,Generator,wind_76-c,PMin MW,REAL_TIME_wind.csv
1172,REAL_TIME,Generator,wind_77-c,PMin MW,REAL_TIME_wind.csv
1178,REAL_TIME,Generator,wind_83-c,PMin MW,REAL_TIME_wind.csv
1180,REAL_TIME,Generator,wind_86-c,PMin MW,REAL_TIME_wind.csv
1182,REAL_TIME,Generator,wind_88-c,PMin MW,REAL_TIME_wind.csv
1183,REAL_TIME,Generator,wind_89-c,PMin MW,REAL_TIME_wind.csv
1186,REAL_TIME,Generator,wind_92-c,PMin MW,REAL_TIME_wind.csv
1188,REAL_TIME,Generator,wind_94-c,PMin MW,REAL_TIME_wind.csv
1192,REAL_TIME,Generator,wind_101-c,PMin MW,REAL_TIME_wind.csv
1193,REAL_TIME,Generator,wind_102-c,PMin MW,REAL_TIME_wind.csv
1194,REAL_TIME,Generator,wind_106-c,PMin MW,REAL_TIME_wind.csv
1202,REAL_TIME,Generator,wind_117-c,PMin MW,REAL_TIME_wind.csv
1204,REAL_TIME,Generator,wind_119-c,PMin MW,REAL_TIME_wind.csv
863,DAY_AHEAD,Generator,pv_3-c,PMax MW,REAL_TIME_solar.csv
864,DAY_AHEAD,Generator,pv_6-c,PMax MW,REAL_TIME_solar.csv
865,DAY_AHEAD,Generator,pv_7-c,PMax MW,REAL_TIME_solar.csv
868,DAY_AHEAD,Generator,pv_13-c,PMax MW,REAL_TIME_solar.csv
874,DAY_AHEAD,Generator,pv_22-c,PMax MW,REAL_TIME_solar.csv
877,DAY_AHEAD,Generator,pv_26-c,PMax MW,REAL_TIME_solar.csv
878,DAY_AHEAD,Generator,pv_27-c,PMax MW,REAL_TIME_solar.csv
879,DAY_AHEAD,Generator,pv_28-c,PMax MW,REAL_TIME_solar.csv
880,DAY_AHEAD,Generator,pv_29-c,PMax MW,REAL_TIME_solar.csv
881,DAY_AHEAD,Generator,pv_30-c,PMax MW,REAL_TIME_solar.csv
882,DAY_AHEAD,Generator,pv_31-c,PMax MW,REAL_TIME_solar.csv
885,DAY_AHEAD,Generator,pv_34-c,PMax MW,REAL_TIME_solar.csv
888,DAY_AHEAD,Generator,pv_38-c,PMax MW,REAL_TIME_solar.csv
889,DAY_AHEAD,Generator,pv_40-c,PMax MW,REAL_TIME_solar.csv
893,DAY_AHEAD,Generator,pv_46-c,PMax MW,REAL_TIME_solar.csv
896,DAY_AHEAD,Generator,pv_50-c,PMax MW,REAL_TIME_solar.csv
900,DAY_AHEAD,Generator,pv_55-c,PMax MW,REAL_TIME_solar.csv
903,DAY_AHEAD,Generator,pv_59-c,PMax MW,REAL_TIME_solar.csv
907,DAY_AHEAD,Generator,pv_65-c,PMax MW,REAL_TIME_solar.csv
909,DAY_AHEAD,Generator,pv_68-c,PMax MW,REAL_TIME_solar.csv
910,DAY_AHEAD,Generator,pv_70-c,PMax MW,REAL_TIME_solar.csv
913,DAY_AHEAD,Generator,pv_76-c,PMax MW,REAL_TIME_solar.csv
914,DAY_AHEAD,Generator,pv_77-c,PMax MW,REAL_TIME_solar.csv
920,DAY_AHEAD,Generator,pv_83-c,PMax MW,REAL_TIME_solar.csv
922,DAY_AHEAD,Generator,pv_86-c,PMax MW,REAL_TIME_solar.csv
924,DAY_AHEAD,Generator,pv_88-c,PMax MW,REAL_TIME_solar.csv
925,DAY_AHEAD,Generator,pv_89-c,PMax MW,REAL_TIME_solar.csv
928,DAY_AHEAD,Generator,pv_92-c,PMax MW,REAL_TIME_solar.csv
930,DAY_AHEAD,Generator,pv_94-c,PMax MW,REAL_TIME_solar.csv
934,DAY_AHEAD,Generator,pv_101-c,PMax MW,REAL_TIME_solar.csv
935,DAY_AHEAD,Generator,pv_102-c,PMax MW,REAL_TIME_solar.csv
936,DAY_AHEAD,Generator,pv_106-c,PMax MW,REAL_TIME_solar.csv
944,DAY_AHEAD,Generator,pv_117-c,PMax MW,REAL_TIME_solar.csv
946,DAY_AHEAD,Generator,pv_119-c,PMax MW,REAL_TIME_solar.csv
949,DAY_AHEAD,Generator,pv_3-c,PMin MW,REAL_TIME_solar.csv
950,DAY_AHEAD,Generator,pv_6-c,PMin MW,REAL_TIME_solar.csv
951,DAY_AHEAD,Generator,pv_7-c,PMin MW,REAL_TIME_solar.csv
954,DAY_AHEAD,Generator,pv_13-c,PMin MW,REAL_TIME_solar.csv
960,DAY_AHEAD,Generator,pv_22-c,PMin MW,REAL_TIME_solar.csv
963,DAY_AHEAD,Generator,pv_26-c,PMin MW,REAL_TIME_solar.csv
964,DAY_AHEAD,Generator,pv_27-c,PMin MW,REAL_TIME_solar.csv
965,DAY_AHEAD,Generator,pv_28-c,PMin MW,REAL_TIME_solar.csv
966,DAY_AHEAD,Generator,pv_29-c,PMin MW,REAL_TIME_solar.csv
967,DAY_AHEAD,Generator,pv_30-c,PMin MW,REAL_TIME_solar.csv
968,DAY_AHEAD,Generator,pv_31-c,PMin MW,REAL_TIME_solar.csv
971,DAY_AHEAD,Generator,pv_34-c,PMin MW,REAL_TIME_solar.csv
974,DAY_AHEAD,Generator,pv_38-c,PMin MW,REAL_TIME_solar.csv
975,DAY_AHEAD,Generator,pv_40-c,PMin MW,REAL_TIME_solar.csv
979,DAY_AHEAD,Generator,pv_46-c,PMin MW,REAL_TIME_solar.csv
982,DAY_AHEAD,Generator,pv_50-c,PMin MW,REAL_TIME_solar.csv
986,DAY_AHEAD,Generator,pv_55-c,PMin MW,REAL_TIME_solar.csv
989,DAY_AHEAD,Generator,pv_59-c,PMin MW,REAL_TIME_solar.csv
993,DAY_AHEAD,Generator,pv_65-c,PMin MW,REAL_TIME_solar.csv
995,DAY_AHEAD,Generator,pv_68-c,PMin MW,REAL_TIME_solar.csv
996,DAY_AHEAD,Generator,pv_70-c,PMin MW,REAL_TIME_solar.csv
999,DAY_AHEAD,Generator,pv_76-c,PMin MW,REAL_TIME_solar.csv
1000,DAY_AHEAD,Generator,pv_77-c,PMin MW,REAL_TIME_solar.csv
1006,DAY_AHEAD,Generator,pv_83-c,PMin MW,REAL_TIME_solar.csv
1008,DAY_AHEAD,Generator,pv_86-c,PMin MW,REAL_TIME_solar.csv
1010,DAY_AHEAD,Generator,pv_88-c,PMin MW,REAL_TIME_solar.csv
1011,DAY_AHEAD,Generator,pv_89-c,PMin MW,REAL_TIME_solar.csv
1014,DAY_AHEAD,Generator,pv_92-c,PMin MW,REAL_TIME_solar.csv
1016,DAY_AHEAD,Generator,pv_94-c,PMin MW,REAL_TIME_solar.csv
1020,DAY_AHEAD,Generator,pv_101-c,PMin MW,REAL_TIME_solar.csv
1021,DAY_AHEAD,Generator,pv_102-c,PMin MW,REAL_TIME_solar.csv
1022,DAY_AHEAD,Generator,pv_106-c,PMin MW,REAL_TIME_solar.csv
1030,DAY_AHEAD,Generator,pv_117-c,PMin MW,REAL_TIME_solar.csv
1032,DAY_AHEAD,Generator,pv_119-c,PMin MW,REAL_TIME_solar.csv
1035,DAY_AHEAD,Generator,wind_3-c,PMax MW,REAL_TIME_wind.csv
1036,DAY_AHEAD,Generator,wind_6-c,PMax MW,REAL_TIME_wind.csv
1037,DAY_AHEAD,Generator,wind_7-c,PMax MW,REAL_TIME_wind.csv
1040,DAY_AHEAD,Generator,wind_13-c,PMax MW,REAL_TIME_wind.csv
1046,DAY_AHEAD,Generator,wind_22-c,PMax MW,REAL_TIME_wind.csv
1049,DAY_AHEAD,Generator,wind_26-c,PMax MW,REAL_TIME_wind.csv
1050,DAY_AHEAD,Generator,wind_27-c,PMax MW,REAL_TIME_wind.csv
1051,DAY_AHEAD,Generator,wind_28-c,PMax MW,REAL_TIME_wind.csv
1052,DAY_AHEAD,Generator,wind_29-c,PMax MW,REAL_TIME_wind.csv
1053,DAY_AHEAD,Generator,wind_30-c,PMax MW,REAL_TIME_wind.csv
1056,DAY_AHEAD,Generator,wind_33-c,PMax MW,REAL_TIME_wind.csv
1057,DAY_AHEAD,Generator,wind_34-c,PMax MW,REAL_TIME_wind.csv
1065,DAY_AHEAD,Generator,wind_46-c,PMax MW,REAL_TIME_wind.csv
1068,DAY_AHEAD,Generator,wind_50-c,PMax MW,REAL_TIME_wind.csv
1075,DAY_AHEAD,Generator,wind_59-c,PMax MW,REAL_TIME_wind.csv
1081,DAY_AHEAD,Generator,wind_68-c,PMax MW,REAL_TIME_wind.csv
1082,DAY_AHEAD,Generator,wind_70-c,PMax MW,REAL_TIME_wind.csv
1085,DAY_AHEAD,Generator,wind_76-c,PMax MW,REAL_TIME_wind.csv
1086,DAY_AHEAD,Generator,wind_77-c,PMax MW,REAL_TIME_wind.csv
1092,DAY_AHEAD,Generator,wind_83-c,PMax MW,REAL_TIME_wind.csv
1094,DAY_AHEAD,Generator,wind_86-c,PMax MW,REAL_TIME_wind.csv
1096,DAY_AHEAD,Generator,wind_88-c,PMax MW,REAL_TIME_wind.csv
1097,DAY_AHEAD,Generator,wind_89-c,PMax MW,REAL_TIME_wind.csv
1100,DAY_AHEAD,Generator,wind_92-c,PMax MW,REAL_TIME_wind.csv
1102,DAY_AHEAD,Generator,wind_94-c,PMax MW,REAL_TIME_wind.csv
1106,DAY_AHEAD,Generator,wind_101-c,PMax MW,REAL_TIME_wind.csv
1107,DAY_AHEAD,Generator,wind_102-c,PMax MW,REAL_TIME_wind.csv
1108,DAY_AHEAD,Generator,wind_106-c,PMax MW,REAL_TIME_wind.csv
1116,DAY_AHEAD,Generator,wind_117-c,PMax MW,REAL_TIME_wind.csv
1118,DAY_AHEAD,Generator,wind_119-c,PMax MW,REAL_TIME_wind.csv
1121,DAY_AHEAD,Generator,wind_3-c,PMin MW,REAL_TIME_wind.csv
1122,DAY_AHEAD,Generator,wind_6-c,PMin MW,REAL_TIME_wind.csv
1123,DAY_AHEAD,Generator,wind_7-c,PMin MW,REAL_TIME_wind.csv
1126,DAY_AHEAD,Generator,wind_13-c,PMin MW,REAL_TIME_wind.csv
1132,DAY_AHEAD,Generator,wind_22-c,PMin MW,REAL_TIME_wind.csv
1135,DAY_AHEAD,Generator,wind_26-c,PMin MW,REAL_TIME_wind.csv
1136,DAY_AHEAD,Generator,wind_27-c,PMin MW,REAL_TIME_wind.csv
1137,DAY_AHEAD,Generator,wind_28-c,PMin MW,REAL_TIME_wind.csv
1138,DAY_AHEAD,Generator,wind_29-c,PMin MW,REAL_TIME_wind.csv
1139,DAY_AHEAD,Generator,wind_30-c,PMin MW,REAL_TIME_wind.csv
1142,DAY_AHEAD,Generator,wind_33-c,PMin MW,REAL_TIME_wind.csv
1143,DAY_AHEAD,Generator,wind_34-c,PMin MW,REAL_TIME_wind.csv
1151,DAY_AHEAD,Generator,wind_46-c,PMin MW,REAL_TIME_wind.csv
1154,DAY_AHEAD,Generator,wind_50-c,PMin MW,REAL_TIME_wind.csv
1161,DAY_AHEAD,Generator,wind_59-c,PMin MW,REAL_TIME_wind.csv
1167,DAY_AHEAD,Generator,wind_68-c,PMin MW,REAL_TIME_wind.csv
1168,DAY_AHEAD,Generator,wind_70-c,PMin MW,REAL_TIME_wind.csv
1171,DAY_AHEAD,Generator,wind_76-c,PMin MW,REAL_TIME_wind.csv
1172,DAY_AHEAD,Generator,wind_77-c,PMin MW,REAL_TIME_wind.csv
1178,DAY_AHEAD,Generator,wind_83-c,PMin MW,REAL_TIME_wind.csv
1180,DAY_AHEAD,Generator,wind_86-c,PMin MW,REAL_TIME_wind.csv
1182,DAY_AHEAD,Generator,wind_88-c,PMin MW,REAL_TIME_wind.csv
1183,DAY_AHEAD,Generator,wind_89-c,PMin MW,REAL_TIME_wind.csv
1186,DAY_AHEAD,Generator,wind_92-c,PMin MW,REAL_TIME_wind.csv
1188,DAY_AHEAD,Generator,wind_94-c,PMin MW,REAL_TIME_wind.csv
1192,DAY_AHEAD,Generator,wind_101-c,PMin MW,REAL_TIME_wind.csv
1193,DAY_AHEAD,Generator,wind_102-c,PMin MW,REAL_TIME_wind.csv
1194,DAY_AHEAD,Generator,wind_106-c,PMin MW,REAL_TIME_wind.csv
1202,DAY_AHEAD,Generator,wind_117-c,PMin MW,REAL_TIME_wind.csv
1204,DAY_AHEAD,Generator,wind_119-c,PMin MW,REAL_TIME_wind.csv
